route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color
799,14,"799","DOPIEWIEC POLARNA - PALĘDZIE DWORZEC KOLEJOWY|PALĘDZIE DWORZEC KOLEJOWY - DOPIEWIEC POLARNA","DOPIEWIEC POLARNA - Dopiewiec/Jesionowa - Dopiewiec/ - Palędzie/Leśna - Palędzie/Kolejowa - PALĘDZIE DWORZEC KOLEJOWY^# - Kurs z pominięciem osiedla Leśna Polana^X - LINIA BEZ OPŁATY ZA PRZEJAZD|PALĘDZIE DWORZEC KOLEJOWY - Palędzie/Leśna - Dopiewiec/ - Dopiewiec/Jesionowa - DOPIEWIEC POLARNA^# - Kurs wydłużony do przystanku: Gołuski/Starowiejska, z pominięciem Leśnej Polany^G - Kurs wydłużony do przystanku: Gołuski/Starowiejska^X - LINIA BEZ OPŁATY ZA PRZEJAZD",3,FFFFFF,000000
801,2,"801","BARANOWO OS. RUBINOWE - OGRODY|OGRODY - BARANOWO OS. RUBINOWE","BARANOWO OS. RUBINOWE - Baranowo/Ametystowa - Dąbrowskiego - OGRODY|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Baranowo/Ametystowa - BARANOWO OS. RUBINOWE",3,525252,FFFFFF
802,10,"802","OGRODY - TARNOWO PDG CENTRUM|OGRODY - TARNOWO PDG CENTRUM|TARNOWO PDG CENTRUM - OGRODY","OGRODY - Szpitalna - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/ - TARNOWO PDG CENTRUM^# - Możliwość przesiadki na pętli: Lusowo/Kościół na autobus linii nr 804 w kier. Sierosławia^A - kurs do Tarnowo Pdg Centrum^L - Kurs skrócony do pętli: Lusowo/Kościół^O - Kurs wydłużony do przystanku: Tarnowo Pdg/Ostatnia^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła|OGRODY - Szpitalna - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Nowa - Lusowo/Poznańska - Sady/Lusowska - Sady/Poznańska - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^# - Możliwość przesiadki na pętli: Lusowo/Kościół na autobus linii nr 804 w kier. Sierosławia^A - kurs do Tarnowo Pdg Centrum^L - Kurs skrócony do pętli: Lusowo/Kościół^O - Kurs wydłużony do przystanku: Tarnowo Pdg/Ostatnia^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła|TARNOWO PDG CENTRUM - Sady/Poznańska - Sady/Lusowska - Lusowo/Poznańska - Lusowo/Nowa - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^B - Kurs bez wjazdu na przystanek: Tarnowo Pdg/Poznańska Szkoła",3,525252,FFFFFF
803,10,"803","OGRODY - JUNIKOWO|JUNIKOWO - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Wysogotowo/Wierzbowa - Malwowa - Grunwaldzka - JUNIKOWO^B - Kurs z wjazdem na przystanek: Wysogotowo/Batorowska|JUNIKOWO - Malwowa - Skórzewska - Wysogotowo/Wierzbowa - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^B - Kurs z wjazdem na przystanek: Wysogotowo/Batorowska",3,525252,FFFFFF
804,10,"804","OGRODY - SIEROSŁAW DZIAŁKI|SIEROSŁAW DZIAŁKI - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Przeźmierowo/Rynkowa - Przeźmierowo/Sosnowa - Przeźmierowo/Olszynowa - Batorowo/Batorego - Lusowo/Zakrzewska - Zakrzewo/Poznańska - Sierosław/Bukowska - SIEROSŁAW DZIAŁKI^K - Kurs z wjazdem na pętlę: Lusowo/Kościół|SIEROSŁAW DZIAŁKI - Zakrzewo/Poznańska - Lusowo/Zakrzewska - Batorowo/Batorego - Przeźmierowo/Olszynowa - Przeźmierowo/Sosnowa - Przeźmierowo/Rynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^# - Możliwość przesiadki na pętli: Lusowo/Kościół na autobus linii nr 802 w kier. Ogrodów^K - Kurs z wjazdem na pętlę: Lusowo/Kościół^L - Kurs skrócony do pętli: Lusowo/Kościół",3,525252,FFFFFF
811,10,"811","OGRODY - LUSÓWKO PĘTLA|LUSÓWKO PĘTLA - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Rumianek/Nowa - Rumianek/Szkolna - Jankowice/Poznańska - Lusówko/Jankowicka - Lusówko/Zespołowa - Lusówko/Otowska - LUSÓWKO PĘTLA^# - Możliwość przesiadki na przystanku: Tarnowo Pdg/Centrum na autobus linii nr 812 w kier. Ceradza Kościelnego i Grzebieniska^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^C - Kurs z wjazdem na pętlę: Ceradz Kościelny/Kościół^D - Kurs wydłużony do pętli: Sierosław/Działki^E - Kurs wydłużony do pętli: Sierosław/Działki, z wjazdem na przystanki: Tarnowo Pdg/Szkolna i Tarnowo Pdg/Poznańska Szkoła^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum^W - Kurs z wjazdem na przystanek: Sierosław/Dworska|LUSÓWKO PĘTLA - Lusówko/Zespołowa - Lusówko/Jankowicka - Jankowice/Poznańska - Rumianek/Szkolna - Rumianek/Nowa - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus w kier. Poznania^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^B - Kurs z wjazdem na przystanki: Sierosław/Dworska, Lusówko/Szkoła, Tarnowo Pdg/Poznańska Szkoła^C - Kurs z wjazdem na pętlę: Ceradz Kościelny/Kościół^L - Kurs z wjazdem na przystanek: Lusówko/Szkoła^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum",3,525252,FFFFFF
812,10,"812","OGRODY - GRZEBIENISKO PĘTLA|GRZEBIENISKO PĘTLA - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Jankowice/Ogrodowa - Ceradz Kościelny/Jankowicka - Ceradz Kościelny/Bukowska - Ceradz Dolny/Powstańców Wlkp. - Grzebienisko/Lipowa - Grzebienisko/Szkolna - GRZEBIENISKO PĘTLA^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^C - Kurs skrócony do pętli: Ceradz Kościelny/Kościół|GRZEBIENISKO PĘTLA - Grzebienisko/Lipowa - Ceradz Dolny/Powstańców Wlkp. - Ceradz Kościelny/Bukowska - Ceradz Kościelny/Jankowicka - Jankowice/Ogrodowa - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum",3,525252,FFFFFF
813,10,"813","OGRODY - KAŹMIERZ RYNEK|KAŹMIERZ RYNEK - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Poznańska - Swadzim/Poznańska - Sady/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/23 Października - Góra/Poznańska - Góra/Kręta - Góra/Szamotulska - Brzezno/Poznańska - Kaźmierz/Poznańska - Kaźmierz/Rynek - KAŹMIERZ RYNEK^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^G - Kurs skrócony do pętli: Góra^K - Kurs z wjazdem na pętlę: Kokoszczyn^O - Kurs z wjazdem na przystanek: Swadzim/Auchan i pętlę: Kokoszczyn^S - Kurs z wjazdem na przystanek: Tarnowo Pdg/Szkolna i pętlę: Kokoszczyn|KAŹMIERZ RYNEK - Kaźmierz/Poznańska - Brzezno/Poznańska - Góra/Szamotulska - Góra/Kręta - Góra/Poznańska - Tarnowo Pdg/23 Października - Tarnowo Pdg/Poznańska - Sady/Poznańska - Swadzim/Poznańska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^A - Kurs z wjazdem na przystanek: Swadzim/Auchan^K - Kurs z wjazdem na pętlę: Kokoszczyn^O - Kurs z wjazdem na pętlę: Kokoszczyn i przystanek: Swadzim/Auchan^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum, z możliwością przesiadki na autobus w kierunku Poznania",3,525252,FFFFFF
821,10,"821","OGRODY - LUSÓWKO ROZALIN PĘTLA|LUSÓWKO ROZALIN PĘTLA - OGRODY","OGRODY - Dąbrowskiego - Baranowo/Poznańska - Przeźmierowo/Szamotulska - Baranowo/Szamotulska - Chyby/Szamotulska - Wielkie - Kobylniki/Szamotulska - Napachanie/Poznańska - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - Jankowice/Poznańska - Lusówko/Admiralska - Lusówko/Tarnowska - Lusówko/Zespołowa - Lusówko/Dopiewska - LUSÓWKO ROZALIN PĘTLA^# - Możliwość przesiadki na przyst. Tarnowo Pdg/Centrum na autobus linii nr 813 w kier. Kaźmierz/Rynek^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum|LUSÓWKO ROZALIN PĘTLA - Lusówko/Zespołowa - Lusówko/Tarnowska - Lusówko/Admiralska - Jankowice/Poznańska - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Poznańska - Kobylniki/Szamotulska - Wielkie - Chyby/Szamotulska - Baranowo/Szamotulska - Przeźmierowo/Poznańska - Baranowo/Poznańska - Dąbrowskiego - Polska - Nowina - Szpitalna - OGRODY^P - Kurs z wjazdem na przystanek: Tarnowo Pdg/Poznańska Szkoła",3,525252,FFFFFF
832,8,"832","OS. SOBIESKIEGO - PRZYBRODA PĘTLA|PRZYBRODA PĘTLA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Mateckiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Sobota/Poznańska - Bytkowo/Obornicka - Rokietnica/Obornicka - Rokietnica/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Mrowino/Poznańska - Cerekwica/Przybrodzka - Przybroda/Kaźmierska - PRZYBRODA PĘTLA^R - Kurs do skrócony do przystanku: Rokietnica/Węzeł Przesiadkowy|PRZYBRODA PĘTLA - Cerekwica/Przybrodzka - Mrowino/Poznańska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Dworcowa - Rokietnica/Obornicka - Bytkowo/Obornicka - Sobota/Poznańska - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Mateckiego - Stróżyńskiego - OS. SOBIESKIEGO^R - Kurs do skrócony do przystanku: Rokietnica/Węzeł Przesiadkowy",3,525252,FFFFFF
833,8,"833","STARZYNY RYNKOWA - OGRODY|OGRODY - STARZYNY RYNKOWA","STARZYNY RYNKOWA - Starzyny/Poznańska - Kiekrz/Poznańska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Chojnicka - Słupska - Dąbrowskiego - OGRODY|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Kiekrz/Poznańska - Starzyny/Poznańska - STARZYNY RYNKOWA",3,525252,FFFFFF
834,8,"834","ŻYDOWO PĘTLA - OGRODY|OGRODY - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Szamotulska - Rokietnica/Pocztowa - Rokietnica/Golęcińska - Kiekrz/Kierska - Kierska - Chojnicka - Słupska - Dąbrowskiego - OGRODY^# - Kurs bez wjazdu na pętlę: Krzyszkowo^K - Kurs z wjazdem na pętlę: Krzyszkowo|OGRODY - Szpitalna - Nowina - Dąbrowskiego - Słupska - Chojnicka - Kierska - Kiekrz/Kierska - Rokietnica/Golęcińska - Rokietnica/Pocztowa - Rokietnica/Szamotulska - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^# - Kurs bez wjazdu na pętlę: Krzyszkowo^P - Kurs wydłużony do pętli: Przecław",3,525252,FFFFFF
835,8,"835","OGRODY - KIEKRZ|KIEKRZ - OGRODY","OGRODY - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Golęcińska - Koszalińska - Psarskie - Chojnicka - Wilków Morskich - KIEKRZ^R - Kurs wydłużony do przystanku: Rokietnica/Węzęł Przesiadkowy|KIEKRZ - Chojnicka - Psarskie - Koszalińska - Golęcińska - Wojska Polskiego - Niestachowska - Żeromskiego - Przybyszewskiego - Szpitalna - OGRODY",3,525252,FFFFFF
836,8,"836","OGRODY - KOBYLNIKI TARNOWSKA|KOBYLNIKI TARNOWSKA - OGRODY","OGRODY - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Golęcińska - Koszalińska - Psarskie - Chojnicka - Wilków Morskich - Chojnicka - Podjazdowa - Kiekrz/Podjazdowa - Rogierówko/Podjazdowa - Kobylniki/Podjazdowa - Kobylniki/Szamotulska - Napachanie/Kobylnicka - Kobylniki/Szkolna - Kobylniki/Kobylnicka - KOBYLNIKI TARNOWSKA|KOBYLNIKI TARNOWSKA - Kobylniki/Szkolna - Napachanie/Poznańska - Kobylniki/Szamotulska - Kobylniki/Podjazdowa - Rogierówko/Podjazdowa - Kiekrz/Podjazdowa - Podjazdowa - Chojnicka - Wilków Morskich - Chojnicka - Psarskie - Koszalińska - Golęcińska - Wojska Polskiego - Niestachowska - Żeromskiego - Przybyszewskiego - Szpitalna - OGRODY",3,525252,FFFFFF
837,8,"837","OGRODY - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - OGRODY","OGRODY - Dąbrowskiego - Żeromskiego - Niestachowska - Wojska Polskiego - Golęcińska - Koszalińska - Psarskie - Chojnicka - Wilków Morskich - Chojnicka - Pawłowicka - Kiekrz/Czysta - Pawłowice/Pawłowicka - Pawłowice/Szkolna - PAWŁOWICE PĘTLA|PAWŁOWICE PĘTLA - Pawłowice/Pawłowicka - Kiekrz/Czysta - Chojnicka - Wilków Morskich - Chojnicka - Psarskie - Koszalińska - Golęcińska - Wojska Polskiego - Niestachowska - Żeromskiego - Przybyszewskiego - Szpitalna - OGRODY",3,525252,FFFFFF
882,8,"882","ROKIETNICA WĘZEŁ PRZESIADKOWY - TARNOWO PDG OSTATNIA|TARNOWO PDG OSTATNIA - ROKIETNICA WĘZEŁ PRZESIADKOWY","ROKIETNICA WĘZEŁ PRZESIADKOWY - Rokietnica/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Napachanie/Rakoniewicka - Napachanie/Rokietnicka - Napachanie/Tarnowska - Tarnowo Pdg/Rokietnicka - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Nowa - TARNOWO PDG OSTATNIA^T - Kurs skrócony do przystanku: Tarnowo Pdg/Centrum|TARNOWO PDG OSTATNIA - Tarnowo Pdg/Poznańska - Tarnowo Pdg/Rakoniewicka - Tarnowo Pdg/Rokietnicka - Napachanie/Tarnowska - Napachanie/Rokietnicka - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Dworcowa - ROKIETNICA WĘZEŁ PRZESIADKOWY",3,525252,FFFFFF
886,10,"886","TARNOWO PDG CENTRUM - PIERSKO ROLNA|PIERSKO ROLNA - TARNOWO PDG CENTRUM","TARNOWO PDG CENTRUM - Tarnowo Pdg/Poznańska - Rumianek/Nowa - Rumianek/Szkolna - Gaj Wielki/Poznańska - Młodasko/Poznańska - Witkowice/ - Bytyń/Poznańska - Bytyń/ - Bytyń/Piersko - Piersko/Piersko - PIERSKO ROLNA^S - Kurs wykonywany tylko w dni nauki szkolnej. Linia z wyznaczonymi Punktami Poboru Opłat^W - Kurs z wjazdem na przystanki: Gaj Wielki/Osiedlowa, Witkowice|PIERSKO ROLNA - Bytyń/Piersko - Bytyń/Poznańska - Witkowice/ - Młodasko/Poznańska - Gaj Wielki/Poznańska - Rumianek/Szkolna - Rumianek/Nowa - Tarnowo Pdg/Poznańska - TARNOWO PDG CENTRUM^B - Kurs bez wjazdu na przystanek: Witkowice, kurs z wjazdem na przystanek: Bytyń/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej. Linia z wyznaczonymi Punktami Poboru Opłat",3,525252,FFFFFF
889,10,"889","PRZEŹMIEROWO KOŚCIELNA - WIELKIE|WIELKIE - PRZEŹMIEROWO KOŚCIELNA","PRZEŹMIEROWO KOŚCIELNA - Przeźmierowo/Rynkowa - Przeźmierowo/Kościelna - Baranowo/Ametystowa - Baranowo/Poznańska - Przeźmierowo/Szamotulska - Baranowo/ - Baranowo/Szamotulska - Chyby/Szamotulska - Wielkie - WIELKIE^C - Kurs z wjazdem na przystanek: Chyby/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej|WIELKIE - Chyby/Szamotulska - Baranowo/Szamotulska - Baranowo/Wypoczynkowa - Przeźmierowo/Poznańska - Baranowo/Poznańska - Baranowo/Ametystowa - Przeźmierowo/Kościelna - Przeźmierowo/Rynkowa - PRZEŹMIEROWO KOŚCIELNA^B - Kurs skrócony do przystanku: Baranowo/Przemysława^C - Kurs z wjazdem na przystanek: Chyby/Szkolna^S - Kurs wykonywany tylko w dni nauki szkolnej^W - Kurs wydłużony do pętli: Wysogotowo/Długa",3,525252,FFFFFF
891,8,"891","ROKIETNICA WĘZEŁ PRZESIADKOWY - MROWINO SZKOŁA|MROWINO SZKOŁA - ROKIETNICA WĘZEŁ PRZESIADKOWY","ROKIETNICA WĘZEŁ PRZESIADKOWY - Rokietnica/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Szkolna - Rokietnica/Trakt Napoleoński - Rokietnica/Szamotulska - Mrowino/Dworcowa - Mrowino/Kopernika - Mrowino/Poznańska - MROWINO SZKOŁA|MROWINO SZKOŁA - Mrowino/Szkolna - Mrowino/Dworcowa - Rokietnica/Szamotulska - Rokietnica/Trakt Napoleoński - Rokietnica/Szkolna - Rokietnica/Szamotulska - Rokietnica/Dworcowa - ROKIETNICA WĘZEŁ PRZESIADKOWY",3,525252,FFFFFF
893,8,"893","ŻYDOWO PĘTLA - ROKIETNICA WĘZEŁ PRZESIADKOWY|ROKIETNICA WĘZEŁ PRZESIADKOWY - ŻYDOWO PĘTLA","ŻYDOWO PĘTLA - Żydowo/Przecławska - Żydowo/Rostworowska - Rostworowo/Rokietnicka - Rokietnica/Kolejowa - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Szamotulska - Rokietnica/Dworcowa - ROKIETNICA WĘZEŁ PRZESIADKOWY^# - Kurs bez wjazdu na pętlę: Krzyszkowo|ROKIETNICA WĘZEŁ PRZESIADKOWY - Rokietnica/Szamotulska - Rokietnica/Koszycy - Krzyszkowo/Koszycy - Rokietnica/Koszycy - Rokietnica/Kolejowa - Rostworowo/Rokietnicka - Żydowo/Rostworowska - Żydowo/Przecławska - ŻYDOWO PĘTLA^# - Kurs bez wjazdu na pętlę: Krzyszkowo^P - Kurs wydłużony do pętli: Przecław",3,525252,FFFFFF
901,9,"901","OS. SOBIESKIEGO - ZŁOTNIKI OSIEDLE|ZŁOTNIKI OSIEDLE - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Stróżyńskiego - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Bogusławskiego - Suchy Las/Powstańców Wlkp. - Złotniki/Sosnowa - Złotniki/Muchomorowa - Złotniki/Dworcowa - Złotniki/Krzemowa - Złotniki/Czołgowa - Złotniki/Jelonkowa - ZŁOTNIKI OSIEDLE^T - Kurs z wjazdem na przystanek: Suchy Las/Teren Aktywnej Edukacji i Sportu|ZŁOTNIKI OSIEDLE - Złotniki/Dworcowa - Złotniki/Sosnowa - Złotniki/Nektarowa - Suchy Las/Powstańców Wlkp. - Suchy Las/Sucholeska - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO^T - Kurs z wjazdem na przystanek: Suchy Las/Teren Aktywnej Edukacji i Sportu",3,525252,FFFFFF
902,9,"902","OS. SOBIESKIEGO - SUCHY LAS TEREN AKTYWNEJ EDUKACJI I SPORTU|SUCHY LAS TEREN AKTYWNEJ EDUKACJI I SPORTU - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Meteorytowa - Suchy Las/Alejowa - Suchy Las/Bogusławskiego - SUCHY LAS TEREN AKTYWNEJ EDUKACJI I SPORTU^M - W okresie ferii letnich kurs skrócony do przystanku: Morasko |SUCHY LAS TEREN AKTYWNEJ EDUKACJI I SPORTU - Suchy Las/Alejowa - Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
904,9,"904","OS. SOBIESKIEGO - ZŁOTNIKI WIEŚ|ZŁOTNIKI WIEŚ - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Czołgowa - Złotniki/Jelonkowa - Złotniki/Obornicka - Złotniki/Łagiewnicka - ZŁOTNIKI WIEŚ|ZŁOTNIKI WIEŚ - Złotniki/Obornicka - Złotniki/Czołgowa - Złotniki/Jelonkowa - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
905,9,"905","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Szeligowskiego - Szymanowskiego - Stróżyńskiego - Morasko - Suchy Las/Meteorytowa - Suchy Las/Leśna - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotniki/Pawłowicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Pawłowicka - Złotniki/Dworcowa - Złotniki/Łagiewnicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Suchy Las/Bogusławskiego - Suchy Las/Leśna - Suchy Las/Meteorytowa - Morasko - Stróżyńskiego - Szymanowskiego - Szeligowskiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
907,9,"907","OS. SOBIESKIEGO - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - OS. SOBIESKIEGO","OS. SOBIESKIEGO - Mateckiego - Obornicka - Suchy Las/Obornicka - Jelonek/Obornicka - Złotniki/Obornicka - Złotkowo/Obornicka - Złotkowo/Lipowa - Złotkowo/Złota - Złotkowo/Sobocka - Golęczewo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Chludowo/Dworcowa - Chludowo/Poznańska - CHLUDOWO SZKOŁA|CHLUDOWO SZKOŁA - Chludowo/Rynek - Chludowo/Kościelna - Chludowo/Dworcowa - Zielątkowo/Dworcowa - Zielątkowo/Leśna - Zielątkowo/Dworcowa - Golęczewo/Dworcowa - Golęczewo/Obornicka - Złotkowo/Sobocka - Złotkowo/Złota - Złotkowo/Lipowa - Złotkowo/Obornicka - Złotniki/Obornicka - Jelonek/Obornicka - Suchy Las/Obornicka - Obornicka - Mateckiego - Stróżyńskiego - OS. SOBIESKIEGO",3,525252,FFFFFF
911,2,"911","RONDO ŚRÓDKA - BIEDRUSKO PARK|BIEDRUSKO PARK - RONDO ŚRÓDKA","RONDO ŚRÓDKA - Jana Pawła II - Wyszyńskiego - Garbary - Szelągowska - Naramowicka - al. Praw Kobiet - Naramowicka - Radojewo - Piołunowa - Radojewo - Biedrusko/Poznańska - Biedrusko/Zjednoczenia - BIEDRUSKO PARK|BIEDRUSKO PARK - Biedrusko/Poznańska - Radojewo - Naramowicka - al. Praw Kobiet - Naramowicka - Szelągowska - Garbary - Estkowskiego - Wyszyńskiego - Jana Pawła II - RONDO ŚRÓDKA",3,525252,FFFFFF
